brand,nama_produk,username,star,date,comment,sentiment,confidence_sentiment_score,aspect_sentiments,Keywords Tags
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Shannon Orme,5,6-Mar-22,my year old daughter loves them perfect fit,positif,0.98113513,"{'comfort': 'positive', 'quality': 'positive'}","['year', 'old', 'daughter', 'loves', 'perfect', 'fit']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Kitty299,5,24-Sep-18,i am obsessed with these shoes these have waaaaay more cushion than regular nonplatform chuck taylors i love them ive worn them several times since i bought them and now im considering getting a pair in black so happy,positif,0.990275621,"{'comfort': 'positive', 'quality': 'positive'}","['nonplatform', 'waaaaay', 'obsessed', 'considering', 'taylors', 'cushion', 'chuck', 'regular', 'getting', 'times']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Dania,5,5-Oct-20,i got to ask for a refund because the item says and asked for but i measured it later and it looked good,positif,0.456878155,"{'price': 'negative', 'quality': 'positive'}","['measured', 'asked', 'ask', 'later', 'refund', 'item', 'says', 'looked', 'got', 'good']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Grandpa,5,6-May-22,my grandchild wanted them,neutral,0.635845959,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['grandchild', 'wanted']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Florisel,5,14-Mar-22,they are perfect,positif,0.952590585,"{'comfort': 'positive', 'quality': 'positive'}",['perfect']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Amazon Customer,5,19-Apr-21,love the shoes the right size fit well i love the color,positif,0.988010705,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['love', 'right', 'color', 'fit', 'size', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Crys,5,14-Nov-18,i love these sneakers so much they give good height and are super comfortable they go great with pretty much anything as do most converse,positif,0.99043417,"{'comfort': 'positive', 'quality': 'positive'}","['height', 'pretty', 'super', 'sneakers', 'converse', 'love', 'good', 'great', 'comfortable']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Ron,5,11-Apr-19,i got these sneakers for my daughter and she loves them they fit very nice and are durable,positif,0.989937782,"{'comfort': 'positive', 'quality': 'positive'}","['durable', 'daughter', 'loves', 'sneakers', 'got', 'nice', 'fit']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,TheLife OfMuda,5,27-Oct-20,i love them,positif,0.96998018,"{'comfort': 'positive', 'quality': 'positive'}",['love']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Anthony Thompson,5,24-Aug-18,they are chuck taylors same as they were in the s and the s now they are popular again,positif,0.612792552,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['popular', 'taylors', 'chuck']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,JG,5,15-Dec-19,bought for my year old daughter she loves them,positif,0.969299853,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['year', 'old', 'daughter', 'loves', 'bought']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Katherine I. Frias,5,18-Oct-24,rins true to size looks and feel great love these with platforms for my palazzo and wide leg jeans just great converse,positif,0.98504895,"{'comfort': 'positive', 'quality': 'positive'}","['palazzo', 'platforms', 'rins', 'leg', 'great', 'jeans', 'looks', 'true', 'wide', 'feel']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Stephen,5,7-Jan-20,they were really comfortable and fit just right,positif,0.963733494,"{'comfort': 'positive', 'quality': 'positive'}","['right', 'really', 'just', 'fit', 'comfortable']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Heatherj,5,14-Apr-19,love these shoes so many people comment on them,positif,0.975363493,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['comment', 'people', 'love', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,idayne kaye,5,17-Nov-19,so cute i love them,positif,0.986979008,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['cute', 'love']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Tedi,5,21-Sep-19,easy quick to do and get done,positif,0.648407519,"{'comfort': 'positive', 'quality': 'positive'}","['quick', 'easy']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,elyanora,5,3-Oct-18,love these sneakers look great and are very comfy,positif,0.991237819,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['comfy', 'sneakers', 'look', 'love', 'great']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Kayla,4,26-Sep-24,these are so cute but they run big,positif,0.976601541,"{'design': 'positive', 'price': 'negative', 'quality': 'positive'}","['run', 'cute', 'big']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Stella Stevens,4,16-May-24,love these shoes this is my second pair i didnt realize this pair was leather material and not canvas like my other pair but they worked out great hopefully theyll stain a lot less,positif,0.980674028,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['pair', 'stain', 'hopefully', 'realize', 'theyll', 'worked', 'canvas', 'second', 'material', 'leather']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Happy,4,18-Sep-23,fit was very tight in toe box area have had several pairs and always wore size but too tight tried still to small size is a bit too long but not tight on toes so going to try them,neutral,0.540078819,"{'comfort': 'negative', 'quality': 'negative'}","['tight', 'area', 'try', 'size', 'tried', 'going', 'pairs', 'wore', 'toes', 'toe']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Umniah,4,6-Dec-23,very nice on the real life,positif,0.948117375,"{'comfort': 'positive', 'quality': 'positive'}","['life', 'real', 'nice']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Chrissy entrialgo,4,26-Sep-23,i love converse only prob is i ordered leather ones and got canvas,positif,0.969059587,"{'comfort': 'positive', 'design': 'negative', 'quality': 'positive'}","['prob', 'canvas', 'ones', 'leather', 'got', 'converse', 'ordered', 'love']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,maria estela,4,3-Jan-23,the shoes are beautiful i loved them very comfortable they only fit a little big normally im i ordered half a size smaller and they fit a little big i recommend ordering a full size smaller,positif,0.984939635,"{'comfort': 'positive', 'quality': 'positive'}","['smaller', 'big', 'little', 'fit', 'ordering', 'normally', 'beautiful', 'size', 'loved', 'recommend']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Mallory L.,4,10-Jan-23,loved these shoes they are a bit bigger but they fit comfortably they are very white and look exactly like the image would but again,positif,0.96677357,"{'comfort': 'positive', 'quality': 'positive'}","['image', 'comfortably', 'exactly', 'bigger', 'loved', 'white', 'bit', 'look', 'like', 'fit']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Michelle,4,11-May-22,very cute and stylish but if you wear them too long right above your ankles may hurt because they come up higher than regular tennis shoes,neutral,0.433997899,"{'comfort': 'negative', 'design': 'positive', 'quality': 'positive'}","['higher', 'ankles', 'tennis', 'regular', 'stylish', 'come', 'hurt', 'long', 'right', 'cute']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,DCDLD2,4,31-Jan-23,quality not good,negatif,0.950300634,{'quality': 'negative'},"['quality', 'good']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Colya Turner,4,17-Jun-21,comfortable but a size too big very cute shoes,positif,0.886407912,"{'comfort': 'negative', 'quality': 'negative'}","['cute', 'big', 'comfortable', 'size', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Adriana L,4,13-Feb-20,they arrived in perfect condition and in time waiting i am a size and i ordered them from that number they fit me perfect,positif,0.967710495,"{'comfort': 'positive', 'quality': 'positive'}","['perfect', 'waiting', 'condition', 'number', 'arrived', 'ordered', 'time', 'fit', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Brea,4,20-Jan-19,theyre cute and a little uncomfortable until you break them in,neutral,0.416975319,"{'design': 'positive', 'quality': 'positive'}","['break', 'uncomfortable', 'theyre', 'cute', 'little']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,LaurieM,4,4-Nov-22,these are great real leather and true to size and they are not unisex they say right on the tongue tag that theyre womens fit they have such nice cushioning unlike standard chucks i bought a pair of lugsoled converse and theyre much the same but the insoles are removable which is a must for me i had hoped to wear these as coldweather shoes if you want to wear these with wool socks as i had wanted to id recommend sizing up a size thats how truetosize these are wish they had a removable insole ive had the lug,positif,0.929733396,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['removable', 'coldweather', 'lug', 'lugsoled', 'wool', 'truetosize', 'theyre', 'hoped', 'standard', 'unlike']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Ines,4,15-Feb-22,are they cute yes do they look great with wide leg pants or long pants or dresses hell yes are they confortable meh not really what i loved about my old converse were that they wear out so much the tin the end the sneaker was your feet this ones have such a regid platform that will never become part of you but they do look great,positif,0.929886639,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['yes', 'pants', 'regid', 'tin', 'meh', 'confortable', 'hell', 'dresses', 'leg', 'platform']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Annarita Gennari,4,23-Jan-21,everything,neutral,0.531812429,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}",[]
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Mad D.,4,22-Jan-21,fair size very good quality i like it very much i recommend you,positif,0.981029332,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['fair', 'recommend', 'quality', 'good', 'like', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Andres,4,7-Jul-24,very nice and very functional for the water for teenagers they look great,positif,0.989558041,"{'design': 'positive', 'quality': 'positive'}","['teenagers', 'functional', 'water', 'nice', 'look', 'great']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Nataly Ortiz,4,8-Jul-24,the box is badly damaged but the product is perfect,positif,0.479117304,"{'comfort': 'positive', 'quality': 'positive'}","['badly', 'damaged', 'product', 'box', 'perfect']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Angi,4,13-May-23,they made me worry a bit since with the first shipment someone thought well of taking possession of them with the second one luckily they arrived intact and intact they have some defects but i would prefer to keep them tight the idea of making a return with the impossibility of finding them then slows me down a lot,neutral,0.464952201,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['intact', 'impossibility', 'slows', 'possession', 'defects', 'taking', 'worry', 'shipment', 'luckily', 'finding']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Marisa,4,19-Jun-20,recommended product i definitely noticed them because they are slightly cheaper than in many physical stores since in many shops the product converse but leather is very in demand and all of them touch euros or more and the price caught my attention despite being cheaper i have not seen any malfunction in them ive waited a couple of weeks to see if they fit well on the foot and if you wear long socks and dont fit them too much you wont have trouble having chafing not like another kind of talk that usually m,positif,0.66661644,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['cheaper', 'malfunction', 'product', 'chafing', 'shops', 'physical', 'talk', 'caught', 'demand', 'trouble']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Ligheabeauty,4,13-Dec-21,the shoes are beautiful then i was able to buy it when the discount was there the shipping even if it was not prime was super fast and the box in perfect condition the only drawback is that the fit is very very tight i have a and i dont have a big foot but i still struggle to insert an insole especially in the toe i dont have much space to evaluate this aspect well,positif,0.635776997,"{'comfort': 'negative', 'design': 'positive', 'quality': 'positive'}","['evaluate', 'aspect', 'drawback', 'struggle', 'discount', 'dont', 'space', 'insert', 'prime', 'especially']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Croquette,4,2-Jul-21,i love converse but the classics give me a packed silhouette with this model the problem is no longer and you can get that little vintage style while being a little elevated the only downside the outsole disintegrates after a year due to almost daily wear these are street shoes so avoid hiking and running with,negatif,0.466308385,"{'design': 'positive', 'quality': 'negative'}","['disintegrates', 'elevated', 'silhouette', 'packed', 'outsole', 'street', 'downside', 'little', 'avoid', 'hiking']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Tabbzx,4,8-Sep-16,dear readers i gave the chucks to my girlfriend she wears them almost every day and already had all kinds of colors im always looking for a rare color and came across the color chocolate here the color looks super nice a dark strong brown i dont think you need to write much about the shoes themselves i think everyone knows chucks in any case these are original so no nasty surprises what you have to keep in mind at chucks rather buy one size smaller i usually wear size shoes but i always buy size from chucks,positif,0.900676012,"{'comfort': 'negative', 'design': 'positive', 'quality': 'positive'}","['chucks', 'color', 'think', 'nasty', 'readers', 'chocolate', 'dear', 'surprises', 'rare', 'kinds']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Fosca,4,23-Jan-23,different parche shoes not in canvas but in leather very welcome,positif,0.914754331,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['parche', 'welcome', 'canvas', 'leather', 'different', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,manuel lopez,4,30-Nov-22,good product but size too large for a damage,positif,0.424558312,"{'design': 'positive', 'quality': 'positive'}","['damage', 'large', 'product', 'good', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Manuela,4,21-Jul-22,great shoes but light leatherette not canvas at least easier to clean sizes equal to the usual one beautiful a little expensive but less than the store,positif,0.85394609,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['equal', 'leatherette', 'easier', 'expensive', 'canvas', 'usual', 'clean', 'light', 'beautiful', 'sizes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Dania,4,16-Oct-22,great product the only problem i found was in the laces because one of them arrived frayed,negatif,0.463730901,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['frayed', 'problem', 'laces', 'arrived', 'product', 'great']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Marisa,4,24-May-21,the product arrived to me despite checking on amazon that it is still in transit really good price quality i took it at a very low medium and they are really nice i have had them for a month now and the edges have not come off my neck yet but be careful not to pull off the embroidered design i stopped a few threads with the lighter to avoid it,positif,0.841321468,"{'price': 'positive', 'quality': 'positive'}","['embroidered', 'threads', 'transit', 'checking', 'neck', 'medium', 'stopped', 'really', 'lighter', 'avoid']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Luis Oscar Rodríguez Hernández,4,5-Jun-22,the whole process has been successful however despite its size the finish of the heel that shapes the shoe rubs and annoys,neutral,0.531518877,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['shapes', 'successful', 'annoys', 'finish', 'process', 'rubs', 'despite', 'heel', 'shoe', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Angela,4,5-May-21,guys i would like to include a review regarding these shoes because i was very impressed by the fact that they arrived in a short time and intact they were shipped by gls and i had no problems initially i was a little afraid that they were small normally wearing but in reality after getting used to the new shoe they are fine,positif,0.976736903,"{'comfort': 'positive', 'quality': 'positive'}","['gls', 'include', 'guys', 'intact', 'regarding', 'afraid', 'reality', 'impressed', 'initially', 'shipped']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Peter Bernhardt,4,16-Aug-22,very good and perfect fit price is also good,positif,0.975672662,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['good', 'price', 'perfect', 'fit']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Leyx-valade,4,28-May-21,the size and perfect i took a size below mine because converse size big im wearing it with everything,positif,0.514465868,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['size', 'took', 'wearing', 'big', 'perfect', 'converse', 'im']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Sara,4,29-May-22,tall they dress well and comfortable,positif,0.815202653,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['tall', 'dress', 'comfortable']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,alessandra,4,11-Oct-20,they are beautiful and practical suitable for any casual outfit not only with jeans and tshirts but also combined with shorts miniskirts or dresses they are easily cleaned and never go out of fashion,positif,0.976389885,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['miniskirts', 'tshirts', 'cleaned', 'practical', 'combined', 'dresses', 'suitable', 'fashion', 'shorts', 'outfit']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Julia Althof,4,26-Jul-16,they fit very well are comfortable the quality is good i ordered the chucks in size but size was delivered the picture shows holes for the laces please note that larger sizes simply require holes but then they also automatically make a visually longer foot otherwise great shoe for summer,positif,0.962549686,"{'comfort': 'positive', 'quality': 'positive'}","['holes', 'automatically', 'require', 'visually', 'note', 'simply', 'shows', 'summer', 'delivered', 'longer']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,TRINIDAD DEL CAMPO,4,15-Sep-21,theyre expensive but you can see you pay for the brand,negatif,0.511550903,"{'price': 'positive', 'quality': 'positive'}","['expensive', 'pay', 'brand', 'theyre']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Duriez,4,13-Sep-21,very satisfied thank you,positif,0.978483438,"{'comfort': 'positive', 'quality': 'positive'}","['satisfied', 'thank']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,kenija,4,15-Dec-18,these shoes are sturdier and warmer good for winter but i still like the canvas chucks better,positif,0.840021551,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['sturdier', 'warmer', 'winter', 'canvas', 'chucks', 'better', 'good', 'like', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Franziskal,4,11-Apr-19,beautiful high quality shoes however this model has an extremely unfavorable seam on the heel that always chaves,negatif,0.418671042,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['chaves', 'unfavorable', 'seam', 'model', 'extremely', 'beautiful', 'high', 'heel', 'quality', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,juan carlos ordoñez marquez,4,10-Feb-21,this model like almost all conves lose half a size down or one size down,neutral,0.517888963,"{'comfort': 'positive', 'design': 'negative', 'price': 'negative', 'quality': 'positive'}","['conves', 'lose', 'model', 'size', 'half', 'like']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,VALERIA,4,24-Nov-19,comfortable good craftsmanship arrived in advancemy daughter uses them for every day to go to school and being leather they go great even in winter,positif,0.954365134,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['advancemy', 'craftsmanship', 'uses', 'winter', 'school', 'daughter', 'leather', 'arrived', 'day', 'good']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,irene,4,21-Nov-20,i ordered it one size smaller and great but they are made of poly leather not fabric although they are very cool,positif,0.928055465,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['poly', 'cool', 'fabric', 'smaller', 'leather', 'ordered', 'great', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Isabel Zafra Gallardo,4,8-Mar-20,the material is great because it repels water i dont know if heat will give the same result,positif,0.720191896,"{'design': 'positive', 'quality': 'positive'}","['repels', 'heat', 'result', 'water', 'material', 'know', 'dont', 'great']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Miss Dark,4,8-Oct-20,as is you perfect correct number of leather and within the prescribed time frame,neutral,0.612333059,{'quality': 'positive'},"['prescribed', 'frame', 'number', 'correct', 'leather', 'perfect', 'time']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,merche,4,16-Jan-20,knowing how to size the converse brand i asked for a number less and i was right in full fast shipping,positif,0.624206245,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['knowing', 'asked', 'number', 'fast', 'shipping', 'brand', 'right', 'converse', 'size']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Juan Mérida Hueto,4,27-Dec-20,its shape and quality,neutral,0.695339561,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['shape', 'quality']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Carla,4,30-Mar-20,just like they were in the picture the problem was mine i was going small for the number,neutral,0.504378498,"{'comfort': 'negative', 'design': 'negative', 'price': 'positive', 'quality': 'positive'}","['number', 'picture', 'problem', 'going', 'small', 'just', 'like']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Diaby nesta,4,2-Mar-20,very good shoes but makes a big foot,positif,0.891532898,"{'comfort': 'negative', 'design': 'negative', 'quality': 'positive'}","['makes', 'big', 'foot', 'good', 'shoes']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Mari Carmen,4,12-Oct-19,its leather although i thought i was buying the canvas,neutral,0.775193989,"{'comfort': 'positive', 'design': 'negative', 'quality': 'positive'}","['canvas', 'thought', 'buying', 'leather']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Maria,4,23-Mar-20,they are the originals,positif,0.49748984,"{'design': 'positive', 'price': 'positive', 'quality': 'positive'}",['originals']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Cliente Amazon,4,27-Oct-19,black laces much better than white,positif,0.545916975,"{'comfort': 'negative', 'design': 'negative', 'price': 'positive', 'quality': 'positive'}","['better', 'laces', 'black', 'white']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Vale,4,9-Jan-20,everything perfect,positif,0.863904595,{'quality': 'positive'},['perfect']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,BLANCA,4,18-Jan-20,everything very well,positif,0.836367607,"{'comfort': 'positive', 'quality': 'positive'}",[]
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,M19n,4,29-Sep-19,theyre not very comfortable,negatif,0.779781163,"{'comfort': 'negative', 'quality': 'negative'}","['theyre', 'comfortable']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,ELISA,4,26-Oct-19,all right,neutral,0.571835816,"{'comfort': 'positive', 'quality': 'positive'}",['right']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Compré los tennis que decían que eran de material de cuero y enviaron los de tela que incluso son más económicos.,3,14-Jan-24,its nice but i actually wanted them made of leather,positif,0.688046873,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['actually', 'leather', 'wanted', 'nice']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Patricia Ojeda,3,30-Jul-23,so as a converse lover all my life i thought this were going to be great but to my surprise they felt so cheap i started to think they were knock offs did not like and returned back rather go to the store now true to size hope this helps,negatif,0.413895041,"{'comfort': 'negative', 'price': 'negative', 'quality': 'negative'}","['lover', 'offs', 'surprise', 'helps', 'knock', 'hope', 'life', 'started', 'felt', 'cheap']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Roar,3,25-Jul-22,the description says leatherthey are not leather just ordinary canvas otherwise converse quality which is very good,positif,0.913485229,"{'comfort': 'positive', 'quality': 'positive'}","['leatherthey', 'ordinary', 'description', 'canvas', 'says', 'leather', 'converse', 'quality', 'just', 'good']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Kathleen M. Cook,3,11-Jan-20,these are fake,negatif,0.89619112,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}",['fake']
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,yvonne,3,12-Jun-16,nice as a real pair of converse but dont know if they are really real or if the quality of converse has generally decished have been wearing chucks for probably years but they wear somehow different and press at the seams the logo on the back of the heels is also totally smeared black but maybe its just bware and thats why so cheap but i can live with it since i buy new ones every year had only hoped that i would grab them cheaper because the regular price is really too high for a pair of cloth shoes at lea,neutral,0.452397227,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['real', 'bware', 'decished', 'lea', 'press', 'smeared', 'grab', 'generally', 'hoped', 'really']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Domenico,3,20-Oct-24,i bought these shoes at a discount they are as in the photo converse in black leather tall with platform the problem i found concerns the sole in both a few months after the purchase it started to peel off making a repair necessary attention should be paid to the workmanship and quality of the product,neutral,0.544650137,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['repair', 'concerns', 'peel', 'discount', 'workmanship', 'necessary', 'platform', 'tall', 'attention', 'paid']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Lina-Marie Frank,3,8-Aug-23,the shoe fits normally and is well made however the laces are pretty poor in quality i wanted to tie the shoes and they just broke apart in half,negatif,0.73031801,"{'comfort': 'positive', 'quality': 'negative'}","['tie', 'broke', 'poor', 'apart', 'normally', 'pretty', 'wanted', 'laces', 'fits', 'half']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Linda,3,28-Nov-24,i dont return them anymore but theyre super uncomfortable i dont think ill wear them almost,negatif,0.900316775,"{'comfort': 'negative', 'quality': 'negative'}","['dont', 'anymore', 'ill', 'think', 'uncomfortable', 'super', 'theyre', 'return', 'wear']"
Converse,Converse Unisex-Adult Chuck Taylor All Star Seasonal 2019 High Top Sneaker,Carré Sandra,3,10-Jun-24,i am happy with my purchase only on the photos it looks like fabric that would have been perfect for this summer but in reality it is leather they are still very pretty and fit well,positif,0.980769396,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['reality', 'photos', 'summer', 'fabric', 'happy', 'purchase', 'pretty', 'leather', 'looks', 'perfect']"
